"Name","Team","GS","G","IP","W","L","QS","SV","HLD","H","ER","HR","SO","BB","WHIP","K/9","BB/9","ERA","FIP","-1","WAR","RA9-WAR","-1","ADP","playerid"
"Eduard Bazardo","BOS","0","16","16.0","1","1","0","0","1","16","9","2","14","7","1.45","8.15","3.93","4.85","4.77","","0.0","0.0","","999.0","20997"
"Derrick Loop","","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.68","6.23","5.30","5.47","5.70","","0.0","0.0","","999.0","sa328208"
"Arturo Barradas","","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.68","6.16","5.28","5.46","5.70","","0.0","0.0","","999.0","sa328589"
"Brett Cecil","","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.62","6.32","4.75","5.57","5.70","","0.0","0.0","","999.0","2660"
"Carlos Sanabria","","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.60","7.71","5.29","5.47","5.67","","0.0","0.0","","999.0","16634"
"Hunter Speer","CHW","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.66","7.81","5.69","5.66","5.88","","0.0","0.0","","999.0","sa3007970"
"Gonzalo Sanudo","","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.64","6.73","5.08","5.59","5.71","","0.0","0.0","","999.0","sa601493"
"Chad Whitmer","","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.66","6.07","4.97","5.60","5.71","","0.0","0.0","","999.0","sa3004667"
"Aaron McGarity","NYY","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.67","6.75","5.18","5.66","5.82","","0.0","0.0","","999.0","sa873280"
"Connor Bennett","CIN","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.72","7.99","6.01","5.94","5.98","","0.0","0.0","","999.0","sa876135"
"Salvador Valdez","","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.63","5.94","4.50","5.66","5.72","","0.0","0.0","","999.0","sa262058"
"Marcos Tineo","ARI","0","1","1.0","0","0","0","0","0","1","1","0","1","0","1.64","6.07","4.49","5.76","5.63","","0.0","0.0","","999.0","sa3003124"
"Akeem Bostick","","0","1","1.0","0","0","0","0","0","1","1","0","1","0","1.54","6.79","4.14","5.49","5.62","","0.0","0.0","","999.0","15979"
"Taylor Rashi","SFG","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.65","7.33","5.59","5.39","5.43","","0.0","0.0","","999.0","sa3011597"
"Jacob Cantleberry","LAD","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.64","7.61","5.44","5.44","5.71","","0.0","0.0","","999.0","sa3011237"
"Burris Warner","","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.68","6.07","5.12","5.73","5.76","","0.0","0.0","","999.0","sa918496"
"Matt Gill","CIN","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.75","6.09","5.44","5.95","5.98","","0.0","0.0","","999.0","sa1170441"
"Aaron Fossas","CIN","0","1","1.0","0","0","0","0","0","1","1","0","1","0","1.56","6.43","3.73","5.97","5.98","","0.0","0.0","","999.0","sa919827"
"Salvador Justo","","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.61","7.32","5.07","5.59","5.73","","0.0","0.0","","999.0","sa737459"
"McKinley Moore","CHW","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.73","7.37","6.30","5.57","5.90","","0.0","0.0","","999.0","sa3010257"
"Will Gardner","","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.64","7.79","5.47","5.64","5.73","","0.0","0.0","","999.0","sa3007484"
"Tim Herrin","CLE","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.68","6.52","5.61","5.29","5.63","","0.0","0.0","","999.0","sa3007262"
"Will Gilbert","","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.70","6.54","5.63","5.47","5.74","","0.0","0.0","","999.0","sa918097"
"Tad Ratliff","KCR","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.69","5.94","5.15","5.74","5.73","","0.0","0.0","","999.0","sa3004683"
"Juan Sandoval","","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.65","5.88","4.78","5.63","5.74","","0.0","0.0","","999.0","sa202910"
"Ryan Shetter","","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.64","5.90","4.68","5.64","5.74","","0.0","0.0","","999.0","sa3008161"
"Luis De La O","","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.67","6.35","5.10","5.65","5.74","","0.0","0.0","","999.0","sa508761"
"Riley Cabral","HOU","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.69","7.29","5.91","5.51","5.72","","0.0","0.0","","999.0","sa3006967"
"Juan Mercedes","SEA","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.57","6.82","4.58","5.41","5.62","","0.0","0.0","","999.0","sa3002818"
"Logan Browning","","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.69","6.70","5.35","5.69","5.68","","0.0","0.0","","999.0","sa3007802"
"Fineas Del Bonta-Smith","COL","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.79","6.51","5.36","6.48","6.08","","0.0","0.0","","999.0","sa3010821"
"Thomas Melgarejo","","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.67","6.38","5.29","5.52","5.76","","0.0","0.0","","999.0","sa328570"
"Trey Jeans","CHW","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.67","7.32","5.71","5.55","5.93","","0.0","0.0","","999.0","sa3010265"
"Jackson McClelland","","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.61","7.25","4.92","5.68","5.76","","0.0","0.0","","999.0","sa659000"
"Felipe Gonzalez","","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.69","6.78","5.58","5.63","5.77","","0.0","0.0","","999.0","sa512503"
"Matt Shannon","","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.71","6.66","5.75","5.62","5.77","","0.0","0.0","","999.0","sa3004087"
"Zach Prendergast","","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.64","6.50","4.86","5.72","5.77","","0.0","0.0","","999.0","sa3005232"
"Michael Danielak","OAK","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.57","6.67","4.67","5.35","5.59","","0.0","0.0","","999.0","sa918811"
"Ivan Armstrong","LAA","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.71","6.37","5.63","5.59","5.84","","0.0","0.0","","999.0","sa3006358"
"Isaiah Campbell","SEA","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.66","7.13","5.60","5.38","5.64","","0.0","0.0","","999.0","sa3014432"
"Roither Hernandez","TOR","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.67","6.73","5.47","5.56","5.74","","0.0","0.0","","999.0","sa3004333"
"Greg Veliz","LAA","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.68","7.18","5.61","5.63","5.84","","0.0","0.0","","999.0","sa1054455"
"Felix Tati","","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.69","6.83","5.49","5.68","5.78","","0.0","0.0","","999.0","sa828538"
"Hansen Butler","CHW","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.72","7.26","6.02","5.70","5.95","","0.0","0.0","","999.0","sa3011363"
"Nolan Clenney","NYM","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.62","7.18","5.31","5.36","5.62","","0.0","-0.1","","999.0","sa3015328"
"Mailon Arroyo","","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.65","6.56","5.00","5.69","5.78","","0.0","0.0","","999.0","sa872457"
"Connor Mitchell","","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.67","7.21","5.52","5.49","5.77","","0.0","0.0","","999.0","sa3008000"
"Mark Moclair","HOU","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.71","8.01","6.33","5.59","5.75","","0.0","0.0","","999.0","sa3007592"
"Edward Cuello","LAD","0","1","1.0","0","0","0","0","0","1","1","0","1","0","1.54","6.87","3.98","5.63","5.77","","0.0","0.0","","999.0","sa3002795"
"Angel Felipe","","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.70","6.89","6.18","5.15","5.51","","0.0","0.0","","999.0","sa881181"
"Angel Rondón","STL","0","12","12.0","1","1","0","0","1","12","6","2","10","4","1.35","7.36","3.20","4.47","4.74","","0.0","0.0","","999.0","22036"
"Joe LaSorsa","TBR","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.61","5.93","4.78","5.19","5.51","","0.0","0.0","","999.0","sa3010137"
"Hunter Haworth","ARI","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.68","6.60","5.20","5.74","5.71","","0.0","0.0","","999.0","sa3005318"
"Carter Loewen","SDP","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.69","7.34","6.06","5.46","5.71","","0.0","0.0","","999.0","sa3014844"
"Sergio Umana","PIT","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.66","5.14","4.56","5.67","5.77","","0.0","0.0","","999.0","sa3009623"
"Clayton McGinness","BAL","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.73","6.16","5.69","5.97","6.19","","0.0","0.0","","999.0","sa1170265"
"Grant Sides","","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.69","6.69","5.61","5.64","5.80","","0.0","0.0","","999.0","sa598757"
"Zac Kristofak","LAA","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.70","6.39","5.44","5.64","5.86","","0.0","0.0","","999.0","sa918918"
"Jerson Ramirez","CLE","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.64","7.45","5.54","5.51","5.70","","0.0","0.0","","999.0","sa3006541"
"Derek Craft","NYY","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.70","7.10","5.65","5.72","5.91","","0.0","0.0","","999.0","sa3006824"
"Cole Bartlett","","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.69","5.55","4.93","5.70","5.80","","0.0","0.0","","999.0","sa3004009"
"Enmanuel Mejia","PIT","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.76","6.81","6.38","5.58","5.78","","0.0","0.0","","999.0","sa3009262"
"Tyler Schimpf","SFG","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.70","7.58","6.19","5.40","5.52","","0.0","0.0","","999.0","sa829573"
"Cody Deason","HOU","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.65","7.16","5.40","5.63","5.77","","0.0","0.0","","999.0","sa3007958"
"Manuel Alvarez","CLE","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.67","8.41","6.22","5.52","5.71","","0.0","0.0","","999.0","sa3005410"
"Yeison Cespedes","","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.70","6.51","5.48","5.71","5.82","","0.0","0.0","","999.0","sa919499"
"Mike Antonini","","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.71","6.60","5.71","5.57","5.82","","0.0","0.0","","999.0","sa389223"
"Anthony Carter","","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.69","6.32","5.43","5.66","5.82","","0.0","0.0","","999.0","sa302341"
"Nick Robertson","LAD","0","4","4.0","0","0","0","0","1","4","2","1","4","2","1.41","8.12","3.57","4.74","4.86","","0.0","0.0","","999.0","sa3011248"
"Zach Rafuse","OAK","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.65","6.68","5.38","5.42","5.64","","0.0","0.0","","999.0","sa1170952"
"Michael Bienlien","DET","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.73","5.93","5.65","5.73","5.86","","0.0","0.0","","999.0","sa3010649"
"Will Gaddis","COL","0","1","1.0","0","0","0","0","0","1","1","0","1","0","1.68","5.22","3.54","6.61","6.15","","0.0","0.0","","999.0","sa829731"
"Colby Morris","NYM","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.62","6.90","5.19","5.40","5.66","","0.0","-0.1","","999.0","sa3014805"
"Jose Santamaria","ARI","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.74","6.01","5.52","5.78","5.74","","0.0","0.0","","999.0","sa3008373"
"Brendan McGuigan","SEA","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.63","7.34","5.44","5.44","5.69","","0.0","0.0","","999.0","sa3011850"
"Julian Smith","LAD","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.73","6.06","5.69","5.46","5.82","","0.0","0.0","","999.0","sa3010129"
"J.P. Woodward","PHI","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.74","6.50","5.98","5.61","5.96","","0.0","0.0","","999.0","sa3014809"
"Nicholas Padilla","CHC","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.76","6.71","6.13","5.76","5.87","","0.0","0.0","","999.0","sa875621"
"Hayden Howard","","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.69","6.40","5.45","5.60","5.83","","0.0","0.0","","999.0","sa738994"
"Jacob Wallace","BOS","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.70","7.80","5.93","5.85","5.76","","0.0","0.0","","999.0","sa3010374"
"Sean Chandler","TEX","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.68","7.77","5.89","5.56","5.75","","0.0","0.0","","999.0","sa876088"
"Troy Stainbrook","WSN","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.74","6.47","5.83","5.77","5.97","","0.0","0.0","","999.0","sa3014806"
"Demetrio Gutierrez","","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.68","6.09","5.15","5.62","5.84","","0.0","0.0","","999.0","sa509262"
"Justin Yeager","ATL","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.69","7.55","5.86","5.64","5.73","","0.0","0.0","","999.0","sa3010825"
"Nick Struck","LAD","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.70","6.05","5.32","5.72","5.84","","0.0","0.0","","999.0","sa503356"
"Gabe Morales","SDP","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.72","7.24","6.33","5.41","5.76","","0.0","0.0","","999.0","sa3002781"
"Cade Smith","CLE","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.68","7.75","5.93","5.60","5.74","","0.0","0.0","","999.0","sa3015086"
"Peyton Alford","SEA","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.67","7.32","5.85","5.34","5.71","","0.0","0.0","","999.0","sa3016843"
"Mitch Ellis","KCR","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.69","5.96","5.27","5.80","5.84","","0.0","0.0","","999.0","sa3014796"
"Jacob Howell","","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.70","7.01","5.74","5.73","5.85","","0.0","0.0","","999.0","sa918468"
"Mario Morales","","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.70","6.29","5.40","5.75","5.85","","0.0","0.0","","999.0","sa977562"
"Kevin Malisheski","LAD","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.71","7.24","5.98","5.58","5.84","","0.0","0.0","","999.0","sa919034"
"Gabriel Sequeira","DET","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.77","6.64","6.40","5.64","5.88","","0.0","0.0","","999.0","sa3014858"
"Nick MacDonald","NYM","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.64","7.29","5.49","5.46","5.69","","0.0","-0.1","","999.0","sa3011570"
"Pedro Garcia","CIN","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.74","7.35","5.91","6.08","6.12","","0.0","0.0","","999.0","sa3011805"
"Justin Wilson","NYY","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.75","7.36","6.24","5.77","5.96","","0.0","0.0","","999.0","sa3008166"
"Carlos Suniaga","","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.70","5.99","5.28","5.72","5.86","","0.0","0.0","","999.0","sa873291"
"Vincent Timpanelli","CIN","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.76","8.26","6.68","6.00","6.12","","0.0","0.0","","999.0","sa3014814"
"Steven Cruz","MIN","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.77","7.41","6.49","5.86","5.87","","0.0","0.0","","999.0","sa3003140"
"Austin Smith","","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.69","6.08","5.18","5.76","5.86","","0.0","0.0","","999.0","sa874790"
"Keylan Killgore","PHI","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.72","7.25","6.14","5.63","5.99","","0.0","0.0","","999.0","sa3008069"
"Bailey Reid","CHC","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.77","7.07","6.44","5.80","5.90","","0.0","0.0","","999.0","sa3014867"
"Brandon Quintero","","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.74","5.88","5.60","5.73","5.86","","0.0","0.0","","999.0","sa875655"
"Enrique De Los Rios","","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.66","5.76","4.72","5.79","5.86","","0.0","0.0","","999.0","sa737281"
"Jose Hernandez","LAD","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.68","6.83","5.38","5.62","5.86","","0.0","0.0","","999.0","sa928463"
"Francis Peguero","CIN","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.68","7.07","5.19","6.10","6.13","","0.0","0.0","","999.0","sa3005209"
"Luke Gillingham","","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.71","7.24","6.02","5.56","5.83","","0.0","0.0","","999.0","sa919017"
"Rafael Cordova","TBR","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.68","6.47","5.31","5.76","5.87","","0.0","0.0","","999.0","sa508072"
"Derrik Watson","","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.77","7.59","5.77","6.51","6.20","","0.0","0.0","","999.0","sa3005034"
"Brock Whittlesey","OAK","0","1","1.0","0","0","0","0","0","1","1","0","1","0","1.57","6.27","4.43","5.50","5.69","","0.0","0.0","","999.0","sa1172219"
"Kris Jackson","","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.75","6.32","5.72","5.89","5.80","","0.0","0.0","","999.0","sa3007815"
"Tommy DeJuneas","HOU","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.70","7.09","5.95","5.61","5.84","","0.0","0.0","","999.0","sa915735"
"Sean Kealey","STL","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.70","6.77","6.11","5.26","5.73","","0.0","0.0","","999.0","sa3015134"
"Alejandro Soto","","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.63","5.74","4.57","5.65","5.88","","0.0","0.0","","999.0","sa509749"
"Hector Soto","STL","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.64","6.54","5.35","5.41","5.73","","0.0","0.0","","999.0","sa3003084"
"Luis Montas","NYM","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.66","6.62","5.46","5.42","5.71","","0.0","-0.1","","999.0","sa3015102"
"Cason Sherrod","MIA","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.68","6.53","5.59","5.48","5.67","","0.0","-0.1","","999.0","sa3006945"
"Ryan Burr","CHW","0","46","46.0","2","2","0","0","6","44","23","6","43","21","1.43","8.47","4.20","4.45","4.64","","0.0","0.0","","999.0","17536"
"Mike Mokma","LAD","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.67","6.53","5.09","5.73","5.88","","0.0","0.0","","999.0","sa3014794"
"Ben Anderson","TEX","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.64","6.43","4.81","5.68","5.80","","0.0","0.0","","999.0","sa3010560"
"Bryan Blanton","NYY","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.72","7.40","5.98","5.80","6.00","","0.0","0.0","","999.0","sa3004351"
"Winston Lavendier","LAA","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.73","6.31","5.82","5.63","5.89","","0.0","0.0","","999.0","sa876120"
"Fabian Cota","","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.72","6.17","5.64","5.63","5.89","","0.0","0.0","","999.0","sa598648"
"Ivan Zavala","","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.71","5.48","5.05","5.79","5.89","","0.0","0.0","","999.0","sa508208"
"Kasey Kalich","KCR","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.74","6.23","5.84","5.84","5.88","","0.0","0.0","","999.0","sa1169633"
"Ty Madrigal","CHW","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.78","6.65","6.45","5.62","6.07","","0.0","0.0","","999.0","sa3014800"
"Edwin Fierro","","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.70","6.10","5.26","5.78","5.89","","0.0","0.0","","999.0","sa652170"
"Erick Casillas","","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.69","6.70","5.45","5.79","5.89","","0.0","0.0","","999.0","sa914150"
"Jose Espada","","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.64","6.94","5.12","5.79","5.90","","0.0","0.0","","999.0","sa875064"
"Alex Demchak","","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.72","6.74","5.87","5.62","5.90","","0.0","0.0","","999.0","sa3008565"
"Devon Roedahl","BOS","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.75","5.78","5.42","5.93","5.83","","0.0","0.0","","999.0","sa3010774"
"Jean Casanova","TEX","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.71","7.10","5.90","5.64","5.81","","0.0","0.0","","999.0","sa918959"
"Pedro Rodriguez","","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.69","5.94","5.02","5.82","5.90","","0.0","0.0","","999.0","sa528296"
"Jose Mora","","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.74","7.14","6.19","5.74","5.90","","0.0","0.0","","999.0","sa875839"
"Erik Cha","","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.79","6.51","6.44","5.61","5.90","","0.0","0.0","","999.0","sa3007854"
"Julio Frias","ARI","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.77","6.67","6.21","5.68","5.82","","0.0","0.0","","999.0","sa873218"
"Xavier Moore","BAL","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.77","6.56","6.11","6.13","6.31","","0.0","0.0","","999.0","sa3004348"
"Will McAffer","TOR","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.69","8.12","6.35","5.65","5.87","","0.0","0.0","","999.0","sa3006757"
"Chase Chaney","LAA","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.71","6.32","5.45","5.78","5.97","","0.0","0.0","","999.0","sa3010369"
"Felix Minjarez","SDP","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.66","6.77","5.47","5.64","5.83","","0.0","0.0","","999.0","sa3007272"
"Eli Kraus","","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.73","6.58","5.88","5.68","5.91","","0.0","0.0","","999.0","sa3007221"
"Willy Gaston","TOR","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.70","6.21","5.37","5.74","5.88","","0.0","0.0","","999.0","sa3009937"
"Robert Tyler","","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.89","6.50","6.22","6.65","6.24","","0.0","0.0","","999.0","sa738415"
"Gerald Ogando","ARI","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.74","6.39","5.63","5.89","5.83","","0.0","0.0","","999.0","sa3005026"
"Jose Geraldo","SDP","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.70","6.58","5.75","5.61","5.84","","0.0","0.0","","999.0","sa3006070"
"Sean Mellen","TOR","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.68","6.72","5.55","5.65","5.89","","0.0","0.0","","999.0","sa3011865"
"Benjamin Dum","ATL","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.65","6.47","4.90","5.77","5.81","","0.0","0.0","","999.0","sa3011795"
"Will Tribucher","COL","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.86","6.60","6.08","6.55","6.26","","0.0","0.0","","999.0","sa3007720"
"Hunter Parsons","NYM","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.68","7.13","5.87","5.48","5.76","","0.0","-0.1","","999.0","sa3011606"
"Tyler Santana","CHC","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.73","6.53","5.61","5.96","5.97","","0.0","0.0","","999.0","sa3017542"
"Nash Walters","MIL","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.71","7.00","5.90","5.77","5.96","","0.0","0.0","","999.0","sa875001"
"Nick Starr","TEX","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.68","7.33","5.72","5.67","5.84","","0.0","0.0","","999.0","sa3008488"
"Raymells Rosa","COL","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.84","6.27","5.71","6.66","6.26","","0.0","0.0","","999.0","sa3002939"
"Gage Burland","","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.76","6.67","6.16","5.79","5.94","","0.0","0.0","","999.0","sa3006943"
"Luis De Avila","ATL","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.82","5.90","6.34","5.59","5.82","","0.0","0.0","","999.0","sa3005839"
"Mark Serrano","","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.67","6.53","5.11","5.86","5.94","","0.0","0.0","","999.0","sa501508"
"Ben Yokley","","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.72","6.10","5.47","5.83","5.94","","0.0","0.0","","999.0","sa875997"
"Kyle Zurak","NYY","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.75","6.14","5.69","5.87","6.05","","0.0","0.0","","999.0","sa3004864"
"Matt Minnick","NYY","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.74","7.38","6.23","5.73","6.05","","0.0","0.0","","999.0","sa3011369"
"Francisco Haro","","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.69","6.02","5.14","5.82","5.94","","0.0","0.0","","999.0","sa868960"
"Wes Helsabeck","","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.74","7.14","6.24","5.67","5.95","","0.0","0.0","","999.0","sa877362"
"Josan Mendez","MIA","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.74","5.93","5.90","5.49","5.74","","0.0","-0.1","","999.0","sa3006122"
"Riley Wilson","","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.74","6.65","6.01","5.72","5.95","","0.0","0.0","","999.0","sa1172801"
"Joe Corbett","TEX","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.71","6.88","5.80","5.69","5.86","","0.0","0.0","","999.0","sa3010237"
"Jake Gilbert","CIN","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.78","6.96","6.11","6.17","6.23","","0.0","0.0","","999.0","sa1172846"
"Gianluca Dalatri","STL","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.65","6.49","5.42","5.51","5.80","","0.0","0.0","","999.0","sa3015119"
"Malvin Pena","WSN","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.63","6.40","4.60","6.03","6.09","","0.0","0.0","","999.0","sa830644"
"Todd Peterson","WSN","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.72","5.89","5.12","6.10","6.09","","0.0","0.0","","999.0","sa3011334"
"Juan Echevarria","","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.74","6.22","5.79","5.82","5.96","","0.0","0.0","","999.0","sa875306"
"Kyle Weatherly","","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.75","6.55","6.09","5.74","5.93","","0.0","0.0","","999.0","sa918112"
"Daniel Cruz","","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.72","6.96","5.86","5.86","5.96","","0.0","0.0","","999.0","sa3011151"
